Id,SalePrice
1461,117041.10540335976
1462,157138.37897678002
1463,183318.96265039739
1464,198676.35667903617
1465,202009.46365339562
1466,172381.82656314364
1467,186981.1792718627
1468,162487.10736284926
1469,183708.17694981577
1470,118950.41331246555
1471,186817.59223511606
1472,97033.90294112687
1473,94663.74224517216
1474,145562.03392619418
1475,112845.38815629584
1476,364459.84914291813
1477,253876.8607934826
1478,288084.70763174264
1479,285916.25479415007
1480,506136.7112378754
1481,313677.3597214137
1482,203220.30469706425
1483,176122.01919240924
1484,160326.97974666956
1485,181837.15802093386
1486,193681.45284025028
1487,337063.4409246319
1488,233536.7043140856
1489,197409.61745953767
1490,241640.8869277364
1491,191782.3169270718
1492,90519.57234471895
1493,171003.99589109642
1494,298584.1036430151
1495,286898.84498502867
1496,231052.12715037866
1497,187775.3473862259
1498,185224.917608122
1499,159665.41494733997
1500,154105.7308549473
1501,177869.4330497704
1502,145742.30665174293
1503,287628.9307737462
1504,244752.49394403782
1505,229957.3091405004
1506,187790.04278759717
1507,256741.62703195473
1508,198467.23085514965
1509,156256.60770056644
1510,146757.53996963138
1511,173169.70924852596
1512,178182.48942412384
1513,147986.36614726443
1514,168099.9377366659
1515,201936.80185373942
1516,144656.51421478164
1517,169920.0996211434
1518,128823.166273103
1519,216989.1802755093
1520,129594.34449073233
1521,132571.16320696787
1522,178678.84179828982
1523,114834.98887412864
1524,122792.93992776223
1525,119834.53428815088
1526,109176.77870065515
1527,108145.34532398861
1528,139447.31951623608
1529,159596.07067863198
1530,196404.61979014456
1531,107407.50985534878
1532,96793.72735539991
1533,154211.59320193148
1534,127978.13075268341
1535,144491.3664578225
1536,104237.36732280855
1537,60643.48046382961
1538,140404.00448294004
1539,194547.8868147107
1540,81266.84607133122
1541,131396.0180644901
1542,152088.78894615092
1543,187298.2032399447
1544,87870.02658056372
1545,117868.19290737182
1546,135732.6402261171
1547,130728.23264883093
1548,141401.48922989226
1549,124719.85593031546
1550,136235.6863240639
1551,106662.45873417528
1552,138121.317357937
1553,137679.63332524977
1554,120267.0087009895
1555,159628.6325818579
1556,82834.5190295098
1557,125285.71877191993
1558,105980.23667915688
1559,57054.72325715731
1560,136592.71888934783
1561,132026.41470574474
1562,128377.88105192767
1563,119576.11727255801
1564,166429.73655019386
1565,145194.7731949341
1566,233478.55207061116
1567,75301.2044424794
1568,236483.0432208127
1569,126454.93108795106
1570,128887.66299276796
1571,121976.64781179995
1572,141267.67351718032
1573,237805.51165018263
1574,122562.94256805815
1575,224599.64709669098
1576,258857.99810957856
1577,175326.48705088362
1578,139174.6343291633
1579,148789.98545484844
1580,195269.81724181946
1581,154767.60348727877
1582,122714.49279245673
1583,304217.6770099573
1584,221384.89884584883
1585,133312.74033474937
1586,80557.36538292342
1587,107409.8077154034
1588,143513.39866437527
1589,101566.35358493232
1590,133186.8871003503
1591,96446.63994614875
1592,124978.82065889485
1593,124742.34719845855
1594,132280.9277535292
1595,113260.19774917129
1596,225239.41928537624
1597,194699.10245573576
1598,225496.33024233955
1599,160839.51327902457
1600,154987.55302163362
1601,68032.79741189655
1602,115885.31471885863
1603,57806.66742522175
1604,260335.94482855903
1605,232847.8477352861
1606,168741.62265597444
1607,194818.85410297415
1608,207127.89113620567
1609,186317.24873712938
1610,150365.3136840368
1611,130828.08964569094
1612,164516.96973073884
1613,166816.40953635643
1614,111676.83330978379
1615,90005.57209109527
1616,80034.27423555388
1617,91766.98759325658
1618,138644.93225865104
1619,134141.85939998252
1620,153110.72105055125
1621,135572.26728546974
1622,142308.34746965687
1623,262144.8123011587
1624,207771.77912206348
1625,115541.95965463137
1626,167841.8261956384
1627,195657.4157544221
1628,266410.261914435
1629,177503.87695581018
1630,375923.07750664407
1631,232525.44671052205
1632,250604.92509040446
1633,171278.99751628458
1634,183905.3023211942
1635,169876.7383262458
1636,151731.01361840605
1637,213020.7726597748
1638,179333.8881718637
1639,187559.66400543528
1640,242944.49860186488
1641,180386.5959477999
1642,247328.1644617147
1643,227202.21264953687
1644,232476.50855068868
1645,226641.66812281142
1646,156992.98416575082
1647,152762.38258951562
1648,130404.57251488598
1649,136899.99234402622
1650,113607.2471168218
1651,120218.82527603132
1652,96261.00582187319
1653,99949.62254012065
1654,146737.58100857827
1655,133516.66390039393
1656,140842.19714909652
1657,151540.9637925581
1658,147221.447312509
1659,123645.24134281963
1660,154525.36391787068
1661,455267.17320294044
1662,420613.61902064667
1663,376675.6116948229
1664,598774.3653177698
1665,304536.65444976644
1666,297840.7195208388
1667,384086.2018309386
1668,333475.88179306063
1669,301078.31545118155
1670,352906.5990709389
1671,277459.84203721426
1672,449451.8457102521
1673,290311.9183993911
1674,242855.85004064982
1675,198176.44824446138
1676,194848.97734757245
1677,216526.46457005377
1678,496736.7282897155
1679,382342.7829726818
1680,332820.5773468212
1681,245138.87030428136
1682,298789.0827326469
1683,191908.2901219269
1684,169930.67923467793
1685,168590.87295265266
1686,164137.87591503942
1687,168437.21741748005
1688,186817.28679265268
1689,189282.32212509637
1690,190699.9764568196
1691,178695.00286549632
1692,247373.65883315215
1693,164470.5237358031
1694,183212.00855337927
1695,170579.1134836964
1696,288848.96862988395
1697,176950.946220798
1698,351526.4141959666
1699,307790.4705723685
1700,259701.88823329896
1701,268001.25295555394
1702,240865.77483556748
1703,239740.1493761486
1704,274699.9153155287
1705,217623.6583212956
1706,380381.14432166604
1707,208227.12328350544
1708,203481.84188911668
1709,253014.17455558127
1710,214094.35051658118
1711,257117.41044224158
1712,259884.72398286173
1713,291271.2607066936
1714,221507.01383110043
1715,207647.14348664513
1716,185221.43564113873
1717,171893.9700277567
1718,142381.16555719552
1719,203106.3848307109
1720,237892.7619137839
1721,150687.2504291907
1722,119942.58203909657
1723,146659.02200309213
1724,212161.09354597924
1725,239613.56285878288
1726,185908.60975792957
1727,155769.92045229443
1728,160833.0300086794
1729,165331.19770950696
1730,151247.94354466812
1731,122842.86245370601
1732,127782.19366369981
1733,110164.20920494889
1734,128787.9603185307
1735,114294.23276852588
1736,109129.13140023708
1737,309646.12355165073
1738,254085.71352551333
1739,240516.87510795397
1740,221778.5124741459
1741,192723.24565051563
1742,175262.71061962584
1743,176693.29497908233
1744,372952.3771840665
1745,210862.29218952768
1746,190630.84936311122
1747,213867.6040712146
1748,226978.0317197143
1749,139509.7849214204
1750,121744.67559831413
1751,243058.85184918216
1752,114913.96979527774
1753,152253.04978351336
1754,192184.15470098713
1755,162170.00283421698
1756,131046.46020795866
1757,118269.47965015704
1758,146588.47174258681
1759,160848.15496220376
1760,162694.27801613265
1761,144814.4165106023
1762,180740.42151046597
1763,175360.41994828323
1764,112543.84401382368
1765,144463.33676043557
1766,204699.32566527845
1767,241225.03714278262
1768,138505.89191985579
1769,166627.7284082042
1770,147531.19539363484
1771,120537.39964330706
1772,134052.7605074124
1773,121218.53469429033
1774,146997.9796392265
1775,141243.8359732351
1776,128283.59041269055
1777,107440.04610595778
1778,139935.09729830566
1779,130079.1080047114
1780,168662.04601108492
1781,124064.90985327167
1782,91814.67597060089
1783,138429.0529530338
1784,99407.3161444052
1785,123765.83479757418
1786,142744.34866949226
1787,154689.20073253126
1788,64716.399322943966
